product,quality,bytes,ship_px,psnr
crop tight jp2,-1,5395,73.999872,47.57118059674007
crop context q20,20,1052,73.999872,35.185132557961815
crop context q40,40,1351,73.999872,37.43328175421723
crop context q60,60,1685,73.999872,39.604905036275674
crop context q80,80,2291,73.999872,42.53109489756593
crop context q95,95,4235,73.999872,46.94301150099492
crop context jp2,-1,10482,73.999872,49.39251117127892
crop wake q20,20,1408,73.999872,36.66137342135996
crop wake q40,40,2065,73.999872,38.309950979217675
crop wake q60,60,2779,73.999872,40.464814115375376
crop wake q80,80,4144,73.999872,43.7371573904601
crop wake q95,95,8581,73.999872,47.99452310960413
crop wake jp2,-1,25019,73.999872,50.389020686373485
crop tight q20,20,899,64.99968,32.968225745070924
crop tight q40,40,1067,64.99968,35.89853816043706
crop tight q60,60,1219,64.99968,38.107470456337396
crop tight q80,80,1530,64.99968,40.892556532354696
crop tight q95,95,2454,64.99968,45.69076582774826
crop tight jp2,-1,4095,64.99968,46.313856822769885
crop context q20,20,992,64.99968,34.26349954158116
crop context q40,40,1247,64.99968,36.81155303746575
crop context q60,60,1486,64.99968,38.83581141257443
crop context q80,80,1991,64.99968,41.76505437076622
crop context q95,95,3515,64.99968,46.22044614285768
crop context jp2,-1,7999,64.99968,48.94177120674481
crop wake q20,20,1339,64.99968,35.75422961766631
crop wake q40,40,1870,64.99968,38.037579806107104
crop wake q60,60,2463,64.99968,40.1917827103312
crop wake q80,80,3525,64.99968,43.776849161317124
crop wake q95,95,6824,64.99968,49.19890719101235
crop wake jp2,-1,19522,64.99968,50.091426011171095
crop tight q20,20,726,39.999744,32.647077397213955
crop tight q40,40,779,39.999744,36.18416343496531
crop tight q60,60,841,39.999744,37.610367113229735
crop tight q80,80,967,39.999744,40.33602395013258
crop tight q95,95,1337,39.999744,44.278858467174615
crop tight jp2,-1,1540,39.999744,44.37910244803048
crop context q20,20,750,39.999744,34.22388466438984
crop context q40,40,843,39.999744,37.05491320795056
crop context q60,60,946,39.999744,39.004819540458136
crop context q80,80,1142,39.999744,41.78151486073958
crop context q95,95,1728,39.999744,45.816230765335526
crop context jp2,-1,3020,39.999744,47.348636003377905
crop wake q20,20,891,39.999744,35.94216970495306
crop wake q40,40,1095,39.999744,38.21803564318283
crop wake q60,60,1322,39.999744,40.29381266206167
crop wake q80,80,1757,39.999744,43.1571784348023
crop wake q95,95,3147,39.999744,47.479422053290335
crop wake jp2,-1,7197,39.999744,49.52712099116936
crop tight q20,20,871,60.999936,32.856510213150145
crop tight q40,40,996,60.999936,35.681721885146864
crop tight q60,60,1141,60.999936,37.85975609544442
crop tight q80,80,1401,60.999936,40.360519754757156
crop tight q95,95,2268,60.999936,44.868709434598216
crop tight jp2,-1,3736,60.999936,45.97782076884006
crop context q20,20,983,60.999936,34.27641064472948
crop context q40,40,1207,60.999936,36.99019876412904
crop context q60,60,1435,60.999936,39.240666191355395
crop context q80,80,1889,60.999936,41.98120884245181
crop context q95,95,3350,60.999936,46.212960161748676
crop context jp2,-1,7143,60.999936,48.718780048133794
crop wake q20,20,1210,60.999936,35.68240486635649
