load,param,value,ship_recall,dark_recall,MB_offered,latency_med_h,greedy_minus_fifo,ours_minus_baseline,n_dark
160000,conf_high,0.9,0.64762823343482,0.674797701419022,467.1152128331755,4.996438542367688,0.37836707183861296,0.02648337090663999,8527
160000,conf_high,0.99,0.6435958816557046,0.674797701419022,478.2696109309592,5.149638388163549,0.380749296953076,0.022451019127524563,8527
160000,conf_low,0.05,0.7427429288586237,0.757124428286619,434.3187205092208,4.808211967954339,0.4186673484091385,0.01229460571269203,8527
160000,conf_low,0.1,0.7187115067283334,0.7288612642195379,432.25374717584003,4.819451017446701,0.40385107025821,0.020521997815325266,8527
160000,conf_low,0.25,0.6622353406000883,0.674797701419022,427.82116757670764,4.867634590054048,0.3690705835870499,0.04109047807190824,8527
160000,conf_low,0.329,0.6291979454760964,0.6439544974785973,425.4326227878547,4.893624894188239,0.3485602063820392,0.04963162665303178,8527
160000,conf_low,0.4,0.5964626862202803,0.6108830772839217,423.1042702897736,4.916216082976424,0.32901433983312806,0.05710367908522562,8527
160000,aging,0.0,0.661816998628768,0.674797701419022,427.82116757670764,4.586226580635997,0.3686522416157296,0.04067213610058795,8527
160000,aging,0.25,0.6621772375485161,0.674797701419022,427.82116757670764,4.766152203520851,0.36901248053547775,0.041032375020336076,8527
160000,aging,0.5,0.6622353406000883,0.674797701419022,427.82116757670764,4.867634590054048,0.3690705835870499,0.04109047807190824,8527
160000,aging,1.0,0.6621656169382016,0.674797701419022,427.82116757670764,4.937953553014568,0.3690008599251633,0.04102075441002162,8527
160000,aging,2.0,0.6621191344969438,0.674797701419022,427.82116757670764,5.006339587507991,0.36895437748390547,0.0409742719687638,8527
