product,quality,bytes,psnr,n_ships
whole tile,60,28985,41.82921770951614,
whole tile,80,54688,49.69275384523342,
ROI mosaic x1.5,60,2077,,2.0
ROI mosaic x1.5,80,2529,,2.0
thumbnail 48px,30,764,,
thumbnail 48px,60,866,,
thumbnail 48px,80,1092,,
thumbnail 64px,30,870,,
thumbnail 64px,60,1150,,
thumbnail 64px,80,1559,,
thumbnail 96px,30,1363,,
thumbnail 96px,60,2033,,
thumbnail 96px,80,2945,,
thumbnail 128px,30,2154,,
thumbnail 128px,60,3287,,
thumbnail 128px,80,4960,,
whole tile,30,60895,32.736896360335464,
whole tile,40,69602,33.96936308015993,
whole tile,50,80819,35.12788125689752,
whole tile,60,86710,36.018356050293704,
whole tile,80,135514,41.92057942705466,
ROI mosaic x1.5,60,1417,,2.0
ROI mosaic x1.5,80,1483,,2.0
thumbnail 48px,30,937,,
thumbnail 48px,60,1114,,
thumbnail 48px,80,1355,,
thumbnail 64px,30,1133,,
thumbnail 64px,60,1412,,
thumbnail 64px,80,1819,,
thumbnail 96px,30,1614,,
thumbnail 96px,60,2211,,
thumbnail 96px,80,3029,,
thumbnail 128px,30,2272,,
thumbnail 128px,60,3261,,
thumbnail 128px,80,4764,,
whole tile,30,85009,26.721663663790117,
whole tile,40,98793,27.55374430882197,
whole tile,50,114424,28.70291372442736,
whole tile,60,122166,29.461399285106403,
whole tile,80,200693,37.4324561764471,
ROI mosaic x1.5,60,758,,1.0
ROI mosaic x1.5,80,823,,1.0
thumbnail 48px,30,697,,
thumbnail 48px,60,761,,
thumbnail 48px,80,887,,
thumbnail 64px,30,752,,
thumbnail 64px,60,895,,
thumbnail 64px,80,1175,,
thumbnail 96px,30,982,,
thumbnail 96px,60,1467,,
thumbnail 96px,80,2251,,
thumbnail 128px,30,1497,,
thumbnail 128px,60,2548,,
thumbnail 128px,80,4164,,
whole tile,30,66386,32.89579090486335,
whole tile,40,75187,34.220325887003895,
whole tile,50,86300,35.53625598374616,
whole tile,60,92335,36.30909663594274,
whole tile,80,140076,43.4336471963886,
ROI mosaic x1.5,60,15662,,9.0
ROI mosaic x1.5,80,19754,,9.0
thumbnail 48px,30,695,,
thumbnail 48px,60,734,,
thumbnail 48px,80,814,,
thumbnail 64px,30,752,,
thumbnail 64px,60,831,,
thumbnail 64px,80,970,,
thumbnail 96px,30,880,,
thumbnail 96px,60,1005,,
thumbnail 96px,80,1289,,
thumbnail 128px,30,1040,,
thumbnail 128px,60,1267,,
thumbnail 128px,80,1807,,
whole tile,30,22222,37.60308118232898,
whole tile,40,28049,38.678896662874806,
whole tile,50,35085,39.751148463490566,
whole tile,60,37017,40.90133532957955,
whole tile,80,69516,47.67465591018816,
ROI mosaic x1.5,60,13037,,2.0
ROI mosaic x1.5,80,19651,,2.0
thumbnail 48px,30,784,,
thumbnail 48px,60,876,,
thumbnail 48px,80,1008,,
thumbnail 64px,30,878,,
thumbnail 64px,60,1033,,
thumbnail 64px,80,1246,,
thumbnail 96px,30,1110,,
thumbnail 96px,60,1419,,
thumbnail 96px,80,1891,,
thumbnail 128px,30,1415,,
thumbnail 128px,60,1951,,
thumbnail 128px,80,2732,,
whole tile,30,24774,37.8211278879072,
whole tile,40,30321,38.957773454339026,
whole tile,50,36293,40.325085343940955,
whole tile,60,38463,41.35855381685534,
whole tile,80,68521,47.718986245365265,
ROI mosaic x1.5,60,12077,,2.0
ROI mosaic x1.5,80,18016,,2.0
thumbnail 48px,30,684,,
thumbnail 48px,60,706,,
thumbnail 48px,80,763,,
thumbnail 64px,30,721,,
thumbnail 64px,60,770,,
thumbnail 64px,80,846,,
thumbnail 96px,30,818,,
thumbnail 96px,60,900,,
thumbnail 96px,80,1056,,
thumbnail 128px,30,950,,
thumbnail 128px,60,1072,,
thumbnail 128px,80,1327,,
whole tile,30,15709,38.531094382668684,
whole tile,40,21259,39.50285363736021,
whole tile,50,28083,40.64012202700921,
whole tile,60,29389,41.62660447473823,
whole tile,80,60906,48.91324850967301,
ROI mosaic x1.5,60,674,,1.0
ROI mosaic x1.5,80,690,,1.0
thumbnail 48px,30,721,,
thumbnail 48px,60,794,,
thumbnail 48px,80,887,,
thumbnail 64px,30,791,,
thumbnail 64px,60,888,,
thumbnail 64px,80,1046,,
thumbnail 96px,30,956,,
thumbnail 96px,60,1161,,
thumbnail 96px,80,1527,,
thumbnail 128px,30,1146,,
thumbnail 128px,60,1526,,
thumbnail 128px,80,2266,,
whole tile,30,32162,36.62630327920287,
whole tile,40,38237,37.84013804037418,
whole tile,50,45589,39.517566464317554,
whole tile,60,48156,40.56677507362862,
whole tile,80,80080,47.11760800555308,
ROI mosaic x1.5,60,1338,,1.0
ROI mosaic x1.5,80,1672,,1.0
thumbnail 48px,30,722,,
thumbnail 48px,60,788,,
thumbnail 48px,80,876,,
thumbnail 64px,30,777,,
thumbnail 64px,60,871,,
thumbnail 64px,80,1012,,
thumbnail 96px,30,932,,
thumbnail 96px,60,1104,,
thumbnail 96px,80,1450,,
thumbnail 128px,30,1116,,
thumbnail 128px,60,1421,,
thumbnail 128px,80,2083,,
whole tile,30,25307,37.4121226051312,
whole tile,40,31085,38.73600955558172,
whole tile,50,37779,39.935880148541784,
whole tile,60,39917,41.10019054908703,
whole tile,80,70926,47.55593756447378,
ROI mosaic x1.5,60,13084,,13.0
ROI mosaic x1.5,80,15650,,13.0
thumbnail 48px,30,871,,
thumbnail 48px,60,1021,,
thumbnail 48px,80,1216,,
thumbnail 64px,30,1038,,
thumbnail 64px,60,1297,,
thumbnail 64px,80,1648,,
thumbnail 96px,30,1494,,
thumbnail 96px,60,2078,,
thumbnail 96px,80,2934,,
thumbnail 128px,30,2140,,
thumbnail 128px,60,3283,,
thumbnail 128px,80,4897,,
whole tile,30,50294,34.832339617870105,
whole tile,40,57622,36.19158244922938,
whole tile,50,66813,37.612944395445616,
whole tile,60,71570,38.4457900754338,
whole tile,80,109639,44.541681118847514,
ROI mosaic x1.5,60,1442,,2.0
ROI mosaic x1.5,80,1530,,2.0
thumbnail 48px,30,721,,
thumbnail 48px,60,772,,
thumbnail 48px,80,857,,
thumbnail 64px,30,774,,
thumbnail 64px,60,855,,
thumbnail 64px,80,1001,,
thumbnail 96px,30,938,,
thumbnail 96px,60,1110,,
thumbnail 96px,80,1482,,
thumbnail 128px,30,1185,,
thumbnail 128px,60,1546,,
thumbnail 128px,80,2281,,
whole tile,30,24476,37.12349215477409,
whole tile,40,29577,38.151537992998996,
whole tile,50,36452,39.217171980390795,
whole tile,60,40604,40.117808776748156,
whole tile,80,73788,45.796394072048415,
ROI mosaic x1.5,60,13022,,1.0
ROI mosaic x1.5,80,19834,,1.0
thumbnail 48px,30,709,,
thumbnail 48px,60,743,,
thumbnail 48px,80,809,,
thumbnail 64px,30,751,,
thumbnail 64px,60,793,,
thumbnail 64px,80,879,,
thumbnail 96px,30,896,,
thumbnail 96px,60,980,,
thumbnail 96px,80,1131,,
thumbnail 128px,30,1033,,
thumbnail 128px,60,1144,,
thumbnail 128px,80,1392,,
whole tile,30,16216,38.29423270539462,
whole tile,40,21217,39.31710086124416,
whole tile,50,28318,40.07352295636318,
whole tile,60,30485,41.567720524835735,
whole tile,80,62030,48.061051425224775,
ROI mosaic x1.5,60,11379,,4.0
ROI mosaic x1.5,80,16395,,4.0
thumbnail 48px,30,795,,
thumbnail 48px,60,888,,
thumbnail 48px,80,1038,,
thumbnail 64px,30,846,,
thumbnail 64px,60,977,,
thumbnail 64px,80,1169,,
thumbnail 96px,30,1128,,
thumbnail 96px,60,1427,,
thumbnail 96px,80,1841,,
thumbnail 128px,30,1360,,
thumbnail 128px,60,1754,,
thumbnail 128px,80,2365,,
whole tile,30,20852,37.37966674230998,
whole tile,40,26648,38.576442678596834,
whole tile,50,33263,39.991396114473446,
whole tile,60,35275,40.94332579828571,
whole tile,80,65373,47.229148366999794,
ROI mosaic x1.5,60,8924,,2.0
ROI mosaic x1.5,80,12778,,2.0
thumbnail 48px,30,680,,
thumbnail 48px,60,702,,
thumbnail 48px,80,753,,
thumbnail 64px,30,714,,
thumbnail 64px,60,746,,
thumbnail 64px,80,836,,
thumbnail 96px,30,820,,
thumbnail 96px,60,906,,
thumbnail 96px,80,1151,,
thumbnail 128px,30,950,,
thumbnail 128px,60,1121,,
thumbnail 128px,80,1811,,
whole tile,30,35467,36.28904053861521,
whole tile,40,41751,37.47997066853487,
whole tile,50,49279,39.2998902876118,
whole tile,60,52160,40.26465460228914,
whole tile,80,84754,46.79910111418575,
ROI mosaic x1.5,60,877,,1.0
ROI mosaic x1.5,80,994,,1.0
thumbnail 48px,30,686,,
thumbnail 48px,60,718,,
thumbnail 48px,80,793,,
thumbnail 64px,30,723,,
thumbnail 64px,60,775,,
thumbnail 64px,80,916,,
thumbnail 96px,30,838,,
thumbnail 96px,60,998,,
thumbnail 96px,80,1364,,
thumbnail 128px,30,1004,,
thumbnail 128px,60,1369,,
thumbnail 128px,80,2099,,
whole tile,30,34437,35.72706110800537,
whole tile,40,40522,38.05891733544216,
whole tile,50,47409,39.40224098628883,
whole tile,60,50138,40.316405019660515,
whole tile,80,82210,46.87298445685102,
ROI mosaic x1.5,60,8492,,2.0
ROI mosaic x1.5,80,11815,,2.0
thumbnail 48px,30,682,,
thumbnail 48px,60,704,,
thumbnail 48px,80,743,,
thumbnail 64px,30,723,,
thumbnail 64px,60,756,,
thumbnail 64px,80,810,,
thumbnail 96px,30,813,,
thumbnail 96px,60,868,,
thumbnail 96px,80,987,,
thumbnail 128px,30,946,,
thumbnail 128px,60,1030,,
thumbnail 128px,80,1240,,
whole tile,30,12589,36.155211688380206,
whole tile,40,16184,37.76301146721384,
whole tile,50,21850,39.03057273815416,
whole tile,60,23740,39.422151409009416,
whole tile,80,68504,46.99852878135736,
ROI mosaic x1.5,60,1221,,1.0
ROI mosaic x1.5,80,1576,,1.0
thumbnail 48px,30,690,,
thumbnail 48px,60,719,,
thumbnail 48px,80,763,,
thumbnail 64px,30,743,,
thumbnail 64px,60,789,,
thumbnail 64px,80,879,,
thumbnail 96px,30,848,,
thumbnail 96px,60,917,,
thumbnail 96px,80,1056,,
thumbnail 128px,30,989,,
thumbnail 128px,60,1099,,
thumbnail 128px,80,1347,,
whole tile,30,17012,38.31606026523343,
whole tile,40,22531,38.84832072771382,
whole tile,50,29886,40.22886747845014,
whole tile,60,32070,41.68096559461026,
whole tile,80,63578,48.00024004006367,
ROI mosaic x1.5,60,4874,,1.0
ROI mosaic x1.5,80,7367,,1.0
thumbnail 48px,30,691,,
thumbnail 48px,60,721,,
thumbnail 48px,80,775,,
thumbnail 64px,30,725,,
thumbnail 64px,60,763,,
thumbnail 64px,80,859,,
thumbnail 96px,30,834,,
thumbnail 96px,60,913,,
thumbnail 96px,80,1083,,
thumbnail 128px,30,962,,
thumbnail 128px,60,1086,,
thumbnail 128px,80,1373,,
whole tile,30,13489,38.6116026936204,
whole tile,40,17818,39.99931825673123,
whole tile,50,23110,40.916114170094595,
whole tile,60,24486,43.042381318931234,
whole tile,80,54525,49.73576794444293,
ROI mosaic x1.5,60,4625,,1.0
ROI mosaic x1.5,80,7374,,1.0
thumbnail 48px,30,803,,
thumbnail 48px,60,924,,
thumbnail 48px,80,1084,,
thumbnail 64px,30,941,,
thumbnail 64px,60,1128,,
thumbnail 64px,80,1401,,
thumbnail 96px,30,1294,,
thumbnail 96px,60,1706,,
thumbnail 96px,80,2275,,
thumbnail 128px,30,1733,,
thumbnail 128px,60,2463,,
thumbnail 128px,80,3467,,
whole tile,30,67137,25.783765810288713,
whole tile,40,81029,26.29631296401062,
whole tile,50,99430,27.15538412057285,
whole tile,60,104908,27.62102910879903,
whole tile,80,200664,36.161294371628976,
ROI mosaic x1.5,60,679,,1.0
ROI mosaic x1.5,80,715,,1.0
thumbnail 48px,30,694,,
thumbnail 48px,60,734,,
thumbnail 48px,80,824,,
thumbnail 64px,30,735,,
thumbnail 64px,60,814,,
thumbnail 64px,80,1026,,
thumbnail 96px,30,894,,
thumbnail 96px,60,1269,,
thumbnail 96px,80,1870,,
thumbnail 128px,30,1208,,
thumbnail 128px,60,2079,,
thumbnail 128px,80,3503,,
whole tile,30,56877,34.21136334254577,
whole tile,40,64463,35.4843333446072,
whole tile,50,74395,36.78727115468882,
whole tile,60,79329,37.71823803197029,
whole tile,80,120539,44.822010887817044,
ROI mosaic x1.5,60,11714,,2.0
ROI mosaic x1.5,80,16034,,2.0
thumbnail 48px,30,667,,
thumbnail 48px,60,676,,
thumbnail 48px,80,703,,
thumbnail 64px,30,697,,
thumbnail 64px,60,709,,
thumbnail 64px,80,762,,
thumbnail 96px,30,782,,
thumbnail 96px,60,812,,
thumbnail 96px,80,926,,
thumbnail 128px,30,900,,
thumbnail 128px,60,950,,
thumbnail 128px,80,1208,,
whole tile,30,24810,36.78914635821706,
whole tile,40,31564,37.852938363856545,
whole tile,50,39495,39.20559680372732,
whole tile,60,41504,40.26028648126566,
whole tile,80,75406,47.021878370298566,
ROI mosaic x1.5,60,695,,1.0
ROI mosaic x1.5,80,726,,1.0
thumbnail 48px,30,739,,
thumbnail 48px,60,802,,
thumbnail 48px,80,906,,
thumbnail 64px,30,812,,
thumbnail 64px,60,905,,
thumbnail 64px,80,1057,,
thumbnail 96px,30,974,,
thumbnail 96px,60,1136,,
thumbnail 96px,80,1400,,
thumbnail 128px,30,1169,,
thumbnail 128px,60,1419,,
thumbnail 128px,80,1870,,
whole tile,30,16886,38.90443634160772,
whole tile,40,21986,39.469564169391205,
whole tile,50,28146,40.53972559604699,
whole tile,60,29769,41.87793666467832,
whole tile,80,60609,48.73288572151172,
ROI mosaic x1.5,60,732,,1.0
ROI mosaic x1.5,80,774,,1.0
thumbnail 48px,30,725,,
thumbnail 48px,60,782,,
thumbnail 48px,80,875,,
thumbnail 64px,30,778,,
thumbnail 64px,60,865,,
thumbnail 64px,80,1009,,
thumbnail 96px,30,917,,
thumbnail 96px,60,1080,,
thumbnail 96px,80,1346,,
thumbnail 128px,30,1091,,
thumbnail 128px,60,1325,,
thumbnail 128px,80,1732,,
whole tile,30,18823,37.89672607885031,
whole tile,40,24738,39.00658823125491,
whole tile,50,30898,41.04888864483205,
whole tile,60,32667,41.419428793140504,
whole tile,80,61815,48.42384349298578,
ROI mosaic x1.5,60,734,,1.0
ROI mosaic x1.5,80,778,,1.0
thumbnail 48px,30,665,,
thumbnail 48px,60,671,,
thumbnail 48px,80,684,,
thumbnail 64px,30,692,,
thumbnail 64px,60,699,,
thumbnail 64px,80,722,,
thumbnail 96px,30,777,,
thumbnail 96px,60,792,,
thumbnail 96px,80,829,,
thumbnail 128px,30,893,,
thumbnail 128px,60,909,,
thumbnail 128px,80,973,,
whole tile,30,10352,40.28118121182925,
whole tile,40,10805,41.4541674189674,
whole tile,50,10976,44.019865477315314,
whole tile,60,11843,44.63432246117528,
whole tile,80,35464,48.755626819786436,
ROI mosaic x1.5,60,1483,,2.0
ROI mosaic x1.5,80,1615,,2.0
thumbnail 48px,30,723,,
thumbnail 48px,60,781,,
thumbnail 48px,80,874,,
thumbnail 64px,30,785,,
thumbnail 64px,60,878,,
thumbnail 64px,80,1019,,
thumbnail 96px,30,933,,
thumbnail 96px,60,1087,,
thumbnail 96px,80,1346,,
thumbnail 128px,30,1111,,
thumbnail 128px,60,1344,,
thumbnail 128px,80,1763,,
whole tile,30,15513,38.78316524568596,
whole tile,40,21235,39.738182355076894,
whole tile,50,26693,41.197627836296874,
whole tile,60,29247,41.971202279753605,
whole tile,80,59010,48.889151830909874,
ROI mosaic x1.5,60,5717,,3.0
ROI mosaic x1.5,80,7916,,3.0
thumbnail 48px,30,670,,
thumbnail 48px,60,685,,
thumbnail 48px,80,710,,
thumbnail 64px,30,702,,
thumbnail 64px,60,721,,
thumbnail 64px,80,764,,
thumbnail 96px,30,793,,
thumbnail 96px,60,827,,
thumbnail 96px,80,911,,
thumbnail 128px,30,913,,
thumbnail 128px,60,956,,
thumbnail 128px,80,1123,,
whole tile,30,20011,37.76973409142724,
whole tile,40,25668,39.30098236911623,
whole tile,50,32289,40.289950329203364,
whole tile,60,33861,41.4439225692246,
whole tile,80,62741,48.97124236186131,
ROI mosaic x1.5,60,1837,,2.0
ROI mosaic x1.5,80,2132,,2.0
thumbnail 48px,30,664,,
thumbnail 48px,60,672,,
thumbnail 48px,80,685,,
thumbnail 64px,30,693,,
thumbnail 64px,60,704,,
thumbnail 64px,80,729,,
thumbnail 96px,30,776,,
thumbnail 96px,60,792,,
thumbnail 96px,80,849,,
thumbnail 128px,30,892,,
thumbnail 128px,60,919,,
thumbnail 128px,80,1038,,
whole tile,30,18625,38.00755367967141,
whole tile,40,24973,38.80674708096657,
whole tile,50,32125,40.42281591589937,
whole tile,60,33661,40.790335852556495,
whole tile,80,65441,48.258255710491504,
ROI mosaic x1.5,60,650,,1.0
ROI mosaic x1.5,80,660,,1.0
thumbnail 48px,30,757,,
thumbnail 48px,60,851,,
thumbnail 48px,80,1010,,
thumbnail 64px,30,864,,
thumbnail 64px,60,1055,,
thumbnail 64px,80,1304,,
thumbnail 96px,30,1187,,
thumbnail 96px,60,1607,,
thumbnail 96px,80,2207,,
thumbnail 128px,30,1663,,
thumbnail 128px,60,2449,,
thumbnail 128px,80,3617,,
whole tile,30,85153,24.203789211960263,
whole tile,40,98989,24.94277048351828,
whole tile,50,120623,26.228472035043954,
whole tile,60,127924,27.037661550703298,
whole tile,80,217000,34.7744490641598,
ROI mosaic x1.5,60,1057,,1.0
ROI mosaic x1.5,80,1297,,1.0
thumbnail 48px,30,811,,
thumbnail 48px,60,911,,
thumbnail 48px,80,1040,,
thumbnail 64px,30,897,,
thumbnail 64px,60,1058,,
thumbnail 64px,80,1284,,
thumbnail 96px,30,1144,,
thumbnail 96px,60,1453,,
thumbnail 96px,80,1853,,
thumbnail 128px,30,1454,,
thumbnail 128px,60,1891,,
thumbnail 128px,80,2558,,
whole tile,30,17816,39.00111496708416,
whole tile,40,22184,40.338319201230206,
whole tile,50,27046,41.53930151395823,
whole tile,60,28755,42.407183912160484,
whole tile,80,55501,48.96574769424517,
ROI mosaic x1.5,60,2502,,3.0
ROI mosaic x1.5,80,2875,,3.0
thumbnail 48px,30,681,,
thumbnail 48px,60,705,,
thumbnail 48px,80,746,,
thumbnail 64px,30,722,,
thumbnail 64px,60,754,,
thumbnail 64px,80,817,,
thumbnail 96px,30,826,,
thumbnail 96px,60,880,,
thumbnail 96px,80,1003,,
thumbnail 128px,30,955,,
thumbnail 128px,60,1040,,
thumbnail 128px,80,1255,,
whole tile,30,17844,38.446280693101535,
whole tile,40,23833,38.830124065653926,
whole tile,50,31065,40.1218766885227,
whole tile,60,32432,41.32345459181414,
whole tile,80,64171,48.63415518302518,
ROI mosaic x1.5,60,3634,,1.0
ROI mosaic x1.5,80,5306,,1.0
thumbnail 48px,30,709,,
thumbnail 48px,60,809,,
thumbnail 48px,80,1020,,
thumbnail 64px,30,807,,
thumbnail 64px,60,1088,,
thumbnail 64px,80,1533,,
thumbnail 96px,30,1471,,
thumbnail 96px,60,2237,,
thumbnail 96px,80,3216,,
thumbnail 128px,30,2532,,
thumbnail 128px,60,3863,,
thumbnail 128px,80,5767,,
whole tile,30,65291,33.46820691078742,
whole tile,40,74260,34.70710173337753,
whole tile,50,85021,36.04651026164718,
whole tile,60,91268,36.9160058449313,
whole tile,80,137474,42.80749443132397,
ROI mosaic x1.5,60,763,,1.0
ROI mosaic x1.5,80,814,,1.0
thumbnail 48px,30,687,,
thumbnail 48px,60,727,,
thumbnail 48px,80,786,,
thumbnail 64px,30,731,,
thumbnail 64px,60,790,,
thumbnail 64px,80,907,,
thumbnail 96px,30,846,,
thumbnail 96px,60,988,,
thumbnail 96px,80,1326,,
thumbnail 128px,30,995,,
thumbnail 128px,60,1342,,
thumbnail 128px,80,2125,,
whole tile,30,29371,36.7008213766146,
whole tile,40,35565,38.234744751172585,
whole tile,50,43286,39.415122971483875,
whole tile,60,47072,40.428983605877285,
whole tile,80,80435,45.974667735722036,
ROI mosaic x1.5,60,711,,1.0
ROI mosaic x1.5,80,747,,1.0
thumbnail 48px,30,712,,
thumbnail 48px,60,759,,
thumbnail 48px,80,832,,
thumbnail 64px,30,753,,
thumbnail 64px,60,821,,
thumbnail 64px,80,937,,
thumbnail 96px,30,873,,
thumbnail 96px,60,1001,,
thumbnail 96px,80,1214,,
thumbnail 128px,30,1033,,
thumbnail 128px,60,1228,,
thumbnail 128px,80,1612,,
whole tile,30,20020,37.54699857981228,
whole tile,40,26100,38.80756072600629,
whole tile,50,32788,40.467940114115336,
whole tile,60,34571,41.291336244423896,
whole tile,80,64412,48.05970150001436,
ROI mosaic x1.5,60,5046,,4.0
ROI mosaic x1.5,80,6339,,4.0
thumbnail 48px,30,675,,
thumbnail 48px,60,736,,
thumbnail 48px,80,895,,
thumbnail 64px,30,743,,
thumbnail 64px,60,914,,
thumbnail 64px,80,1232,,
thumbnail 96px,30,1056,,
thumbnail 96px,60,1510,,
thumbnail 96px,80,2181,,
thumbnail 128px,30,1559,,
thumbnail 128px,60,2351,,
thumbnail 128px,80,3701,,
whole tile,30,73011,26.046789372175915,
whole tile,40,87799,26.639288549220893,
whole tile,50,107824,27.444113885481826,
whole tile,60,118152,28.051767523370987,
whole tile,80,208920,34.78585480458822,
ROI mosaic x1.5,60,766,,1.0
ROI mosaic x1.5,80,838,,1.0
thumbnail 48px,30,734,,
thumbnail 48px,60,805,,
thumbnail 48px,80,904,,
thumbnail 64px,30,794,,
thumbnail 64px,60,904,,
thumbnail 64px,80,1066,,
thumbnail 96px,30,949,,
thumbnail 96px,60,1158,,
thumbnail 96px,80,1468,,
thumbnail 128px,30,1149,,
thumbnail 128px,60,1456,,
thumbnail 128px,80,1922,,
whole tile,30,14664,37.597113690142734,
whole tile,40,18720,38.16347387357041,
whole tile,50,24168,38.85182718303035,
whole tile,60,26672,39.394761313923865,
whole tile,80,66772,46.465564696406474,
ROI mosaic x1.5,60,3936,,3.0
ROI mosaic x1.5,80,5382,,3.0
thumbnail 48px,30,803,,
thumbnail 48px,60,940,,
thumbnail 48px,80,1137,,
thumbnail 64px,30,958,,
thumbnail 64px,60,1186,,
thumbnail 64px,80,1602,,
thumbnail 96px,30,1453,,
thumbnail 96px,60,2090,,
thumbnail 96px,80,3069,,
thumbnail 128px,30,2247,,
thumbnail 128px,60,3393,,
thumbnail 128px,80,5185,,
whole tile,30,52289,34.34036801173828,
whole tile,40,60239,35.57160234333609,
whole tile,50,69364,36.76569100066159,
whole tile,60,74502,37.736075065709954,
whole tile,80,116126,42.889583668620006,
ROI mosaic x1.5,60,832,,1.0
ROI mosaic x1.5,80,931,,1.0
thumbnail 48px,30,784,,
thumbnail 48px,60,899,,
thumbnail 48px,80,1072,,
thumbnail 64px,30,912,,
thumbnail 64px,60,1117,,
thumbnail 64px,80,1434,,
thumbnail 96px,30,1246,,
thumbnail 96px,60,1736,,
thumbnail 96px,80,2471,,
thumbnail 128px,30,1800,,
thumbnail 128px,60,2758,,
thumbnail 128px,80,4172,,
whole tile,30,58250,33.77922386435293,
whole tile,40,65972,35.183841622722014,
whole tile,50,75939,36.51725341615376,
whole tile,60,81054,37.279454472431944,
whole tile,80,123394,43.9839126568875,
ROI mosaic x1.5,60,31551,,3.0
ROI mosaic x1.5,80,44006,,3.0
thumbnail 48px,30,689,,
thumbnail 48px,60,766,,
thumbnail 48px,80,866,,
thumbnail 64px,30,755,,
thumbnail 64px,60,908,,
thumbnail 64px,80,1095,,
thumbnail 96px,30,953,,
thumbnail 96px,60,1319,,
thumbnail 96px,80,2027,,
thumbnail 128px,30,1300,,
thumbnail 128px,60,2146,,
thumbnail 128px,80,3823,,
whole tile,30,71649,28.061327330097235,
whole tile,40,84137,28.789903552358666,
whole tile,50,99504,29.62163736552084,
whole tile,60,107855,30.14510431613447,
whole tile,80,186102,37.604297885148625,
ROI mosaic x1.5,60,5639,,1.0
ROI mosaic x1.5,80,8308,,1.0
thumbnail 48px,30,678,,
thumbnail 48px,60,708,,
thumbnail 48px,80,752,,
thumbnail 64px,30,724,,
thumbnail 64px,60,761,,
thumbnail 64px,80,847,,
thumbnail 96px,30,836,,
thumbnail 96px,60,931,,
thumbnail 96px,80,1202,,
thumbnail 128px,30,997,,
thumbnail 128px,60,1261,,
thumbnail 128px,80,2075,,
whole tile,30,52674,27.379825778066646,
whole tile,40,64474,27.96687818834062,
whole tile,50,80955,28.86005331480198,
whole tile,60,84660,29.347478602223873,
whole tile,80,167686,37.87854575756683,
ROI mosaic x1.5,60,2675,,1.0
ROI mosaic x1.5,80,4032,,1.0
thumbnail 48px,30,669,,
thumbnail 48px,60,682,,
thumbnail 48px,80,734,,
thumbnail 64px,30,703,,
thumbnail 64px,60,730,,
thumbnail 64px,80,836,,
thumbnail 96px,30,799,,
thumbnail 96px,60,879,,
thumbnail 96px,80,1216,,
thumbnail 128px,30,930,,
thumbnail 128px,60,1161,,
thumbnail 128px,80,2063,,
whole tile,30,37596,35.41965665204236,
whole tile,40,44010,37.187186553763965,
whole tile,50,51900,38.8759160908215,
whole tile,60,55072,39.8634957857424,
whole tile,80,88804,46.367193681559826,
ROI mosaic x1.5,60,2461,,1.0
ROI mosaic x1.5,80,3310,,1.0
thumbnail 48px,30,666,,
thumbnail 48px,60,671,,
thumbnail 48px,80,691,,
thumbnail 64px,30,696,,
thumbnail 64px,60,705,,
thumbnail 64px,80,739,,
thumbnail 96px,30,784,,
thumbnail 96px,60,801,,
thumbnail 96px,80,880,,
thumbnail 128px,30,898,,
thumbnail 128px,60,932,,
thumbnail 128px,80,1158,,
whole tile,30,24678,36.883477669011945,
whole tile,40,30775,38.46481135193144,
whole tile,50,37694,40.46238146865902,
whole tile,60,39776,41.245198053735095,
whole tile,80,69117,47.74228497837164,
ROI mosaic x1.5,60,826,,1.0
ROI mosaic x1.5,80,935,,1.0
thumbnail 48px,30,692,,
thumbnail 48px,60,740,,
thumbnail 48px,80,834,,
thumbnail 64px,30,744,,
thumbnail 64px,60,833,,
thumbnail 64px,80,998,,
thumbnail 96px,30,894,,
thumbnail 96px,60,1154,,
thumbnail 96px,80,1634,,
thumbnail 128px,30,1118,,
thumbnail 128px,60,1699,,
thumbnail 128px,80,2945,,
whole tile,30,86268,24.873218835843364,
whole tile,40,103164,25.56799709413835,
whole tile,50,123988,26.724980117307492,
whole tile,60,131231,27.43138737244817,
whole tile,80,225903,35.43849579121063,
ROI mosaic x1.5,60,7788,,1.0
ROI mosaic x1.5,80,11406,,1.0
thumbnail 48px,30,674,,
thumbnail 48px,60,694,,
thumbnail 48px,80,731,,
thumbnail 64px,30,704,,
thumbnail 64px,60,730,,
thumbnail 64px,80,782,,
thumbnail 96px,30,797,,
thumbnail 96px,60,847,,
thumbnail 96px,80,984,,
thumbnail 128px,30,921,,
thumbnail 128px,60,993,,
thumbnail 128px,80,1391,,
whole tile,30,27110,37.18383262791822,
whole tile,40,33641,38.43495678364172,
whole tile,50,40504,39.30928074401466,
whole tile,60,42912,41.15628828989016,
whole tile,80,74612,48.02633101619882,
ROI mosaic x1.5,60,3486,,2.0
ROI mosaic x1.5,80,4628,,2.0
thumbnail 48px,30,666,,
thumbnail 48px,60,672,,
thumbnail 48px,80,681,,
thumbnail 64px,30,698,,
thumbnail 64px,60,706,,
thumbnail 64px,80,719,,
thumbnail 96px,30,783,,
thumbnail 96px,60,798,,
thumbnail 96px,80,820,,
thumbnail 128px,30,902,,
thumbnail 128px,60,916,,
thumbnail 128px,80,952,,
whole tile,30,10054,41.8449154646219,
whole tile,40,10633,40.654297883477284,
whole tile,50,11331,42.93645045568013,
whole tile,60,12394,42.07637950014971,
whole tile,80,43991,50.68712187563578,
ROI mosaic x1.5,60,1298,,1.0
