product,quality,bytes,psnr,n_ships
whole tile,50,40084,35.73757317567449,
whole tile,60,42913,36.302175705538026,
whole tile,80,81793,44.02800615926385,
ROI mosaic x1.5,60,5497,,8.0
ROI mosaic x1.5,80,5748,,8.0
thumbnail 48px,30,676,,
thumbnail 48px,60,690,,
thumbnail 48px,80,722,,
thumbnail 64px,30,711,,
thumbnail 64px,60,733,,
thumbnail 64px,80,806,,
thumbnail 96px,30,805,,
thumbnail 96px,60,847,,
thumbnail 96px,80,1061,,
thumbnail 128px,30,949,,
thumbnail 128px,60,1070,,
thumbnail 128px,80,1547,,
whole tile,30,31397,36.75607444027935,
whole tile,40,38076,38.04995730495449,
whole tile,50,45446,39.50260723527415,
whole tile,60,48074,40.48952445015086,
whole tile,80,79622,47.40681362709856,
ROI mosaic x1.5,60,6440,,3.0
ROI mosaic x1.5,80,8578,,3.0
thumbnail 48px,30,673,,
thumbnail 48px,60,685,,
thumbnail 48px,80,703,,
thumbnail 64px,30,705,,
thumbnail 64px,60,723,,
thumbnail 64px,80,738,,
thumbnail 96px,30,797,,
thumbnail 96px,60,817,,
thumbnail 96px,80,853,,
thumbnail 128px,30,922,,
thumbnail 128px,60,959,,
thumbnail 128px,80,1009,,
whole tile,30,10372,40.81763395776498,
whole tile,40,10729,40.83573189220236,
whole tile,50,11894,42.62998506751628,
whole tile,60,13100,41.982794026777476,
whole tile,80,44374,50.29279318684172,
ROI mosaic x1.5,60,2072,,1.0
ROI mosaic x1.5,80,3468,,1.0
thumbnail 48px,30,681,,
thumbnail 48px,60,714,,
thumbnail 48px,80,763,,
thumbnail 64px,30,720,,
thumbnail 64px,60,760,,
thumbnail 64px,80,846,,
thumbnail 96px,30,825,,
thumbnail 96px,60,920,,
thumbnail 96px,80,1198,,
thumbnail 128px,30,976,,
thumbnail 128px,60,1249,,
thumbnail 128px,80,2025,,
whole tile,30,51358,28.159830313935,
whole tile,40,62460,28.687597075728593,
whole tile,50,77815,29.48638988263985,
whole tile,60,81476,29.9002831657447,
whole tile,80,162110,38.64355496568179,
ROI mosaic x1.5,60,1565,,1.0
ROI mosaic x1.5,80,2133,,1.0
thumbnail 48px,30,686,,
thumbnail 48px,60,714,,
thumbnail 48px,80,778,,
thumbnail 64px,30,717,,
thumbnail 64px,60,767,,
thumbnail 64px,80,875,,
thumbnail 96px,30,821,,
thumbnail 96px,60,920,,
thumbnail 96px,80,1120,,
thumbnail 128px,30,951,,
thumbnail 128px,60,1104,,
thumbnail 128px,80,1492,,
whole tile,30,21018,34.83464381006043,
whole tile,40,27546,35.6878245321048,
whole tile,50,37092,36.49852714777221,
whole tile,60,38735,36.91930524826799,
whole tile,80,87544,45.44288746030577,
ROI mosaic x1.5,60,723,,1.0
ROI mosaic x1.5,80,768,,1.0
thumbnail 48px,30,720,,
thumbnail 48px,60,786,,
thumbnail 48px,80,886,,
thumbnail 64px,30,792,,
thumbnail 64px,60,890,,
thumbnail 64px,80,1049,,
thumbnail 96px,30,965,,
thumbnail 96px,60,1214,,
thumbnail 96px,80,1690,,
thumbnail 128px,30,1206,,
thumbnail 128px,60,1778,,
thumbnail 128px,80,2949,,
whole tile,30,84411,24.94671683065973,
whole tile,40,100401,25.587464576163264,
whole tile,50,120818,26.692464580825465,
whole tile,60,128076,27.364770771348788,
whole tile,80,223895,35.46479762398818,
ROI mosaic x1.5,60,4849,,1.0
ROI mosaic x1.5,80,7140,,1.0
thumbnail 48px,30,683,,
thumbnail 48px,60,709,,
thumbnail 48px,80,757,,
thumbnail 64px,30,727,,
thumbnail 64px,60,764,,
thumbnail 64px,80,840,,
thumbnail 96px,30,829,,
thumbnail 96px,60,901,,
thumbnail 96px,80,1057,,
thumbnail 128px,30,979,,
thumbnail 128px,60,1087,,
thumbnail 128px,80,1355,,
whole tile,30,15660,38.277959753452265,
whole tile,40,20805,40.06624848189678,
whole tile,50,26904,40.9177490625158,
whole tile,60,28339,41.54697654936114,
whole tile,80,59381,49.26227508465452,
ROI mosaic x1.5,60,7259,,6.0
ROI mosaic x1.5,80,8932,,6.0
thumbnail 48px,30,689,,
thumbnail 48px,60,713,,
thumbnail 48px,80,762,,
thumbnail 64px,30,743,,
thumbnail 64px,60,785,,
thumbnail 64px,80,877,,
thumbnail 96px,30,831,,
thumbnail 96px,60,894,,
thumbnail 96px,80,1075,,
thumbnail 128px,30,989,,
thumbnail 128px,60,1103,,
thumbnail 128px,80,1422,,
whole tile,30,14633,37.370822725513776,
whole tile,40,18007,37.81804156103184,
whole tile,50,23633,39.021899785531154,
whole tile,60,27605,39.004745234548665,
whole tile,80,66431,44.73924591881926,
ROI mosaic x1.5,60,5643,,1.0
ROI mosaic x1.5,80,9629,,1.0
thumbnail 48px,30,718,,
thumbnail 48px,60,760,,
thumbnail 48px,80,847,,
thumbnail 64px,30,762,,
thumbnail 64px,60,858,,
thumbnail 64px,80,973,,
thumbnail 96px,30,915,,
thumbnail 96px,60,1063,,
thumbnail 96px,80,1289,,
thumbnail 128px,30,1100,,
thumbnail 128px,60,1336,,
thumbnail 128px,80,1729,,
whole tile,30,16700,38.59886779995739,
whole tile,40,21561,39.99413561410107,
whole tile,50,27352,41.19284241885646,
whole tile,60,28840,41.66903513446607,
whole tile,80,58387,48.90371636334124,
ROI mosaic x1.5,60,1480,,1.0
ROI mosaic x1.5,80,2031,,1.0
thumbnail 48px,30,669,,
thumbnail 48px,60,681,,
thumbnail 48px,80,710,,
thumbnail 64px,30,702,,
thumbnail 64px,60,718,,
thumbnail 64px,80,771,,
thumbnail 96px,30,792,,
thumbnail 96px,60,830,,
thumbnail 96px,80,920,,
thumbnail 128px,30,915,,
thumbnail 128px,60,966,,
thumbnail 128px,80,1183,,
whole tile,30,22374,38.27340724223815,
whole tile,40,28403,38.84098591294207,
whole tile,50,35192,39.964925741716975,
whole tile,60,36907,41.61263079081456,
whole tile,80,66298,48.240949274642695,
ROI mosaic x1.5,60,2266,,2.0
ROI mosaic x1.5,80,2816,,2.0
thumbnail 48px,30,677,,
thumbnail 48px,60,697,,
thumbnail 48px,80,736,,
thumbnail 64px,30,726,,
thumbnail 64px,60,760,,
thumbnail 64px,80,823,,
thumbnail 96px,30,823,,
thumbnail 96px,60,874,,
thumbnail 96px,80,1035,,
thumbnail 128px,30,975,,
thumbnail 128px,60,1080,,
thumbnail 128px,80,1463,,
whole tile,30,19683,38.15374425026837,
whole tile,40,25415,38.84729620482852,
whole tile,50,31529,39.90181909699748,
whole tile,60,36747,41.08052362305226,
whole tile,80,65749,44.794395312771805,
ROI mosaic x1.5,60,1756,,2.0
ROI mosaic x1.5,80,1980,,2.0
thumbnail 48px,30,693,,
thumbnail 48px,60,714,,
thumbnail 48px,80,757,,
thumbnail 64px,30,742,,
thumbnail 64px,60,778,,
thumbnail 64px,80,844,,
thumbnail 96px,30,850,,
thumbnail 96px,60,908,,
thumbnail 96px,80,1004,,
thumbnail 128px,30,1015,,
thumbnail 128px,60,1110,,
thumbnail 128px,80,1291,,
whole tile,30,12791,39.409207739047034,
whole tile,40,16215,40.19166913501863,
whole tile,50,21846,40.99502629337131,
whole tile,60,26773,42.44394228029978,
whole tile,80,55634,46.866858011699726,
ROI mosaic x1.5,60,6400,,1.0
ROI mosaic x1.5,80,10145,,1.0
thumbnail 48px,30,821,,
thumbnail 48px,60,953,,
thumbnail 48px,80,1137,,
thumbnail 64px,30,942,,
thumbnail 64px,60,1151,,
thumbnail 64px,80,1441,,
thumbnail 96px,30,1250,,
thumbnail 96px,60,1670,,
thumbnail 96px,80,2262,,
thumbnail 128px,30,1630,,
thumbnail 128px,60,2317,,
thumbnail 128px,80,3327,,
whole tile,30,34741,33.245175527629556,
whole tile,40,41109,34.123868886584184,
whole tile,50,48558,35.09252258160964,
whole tile,60,51986,35.651128824283575,
whole tile,80,96467,43.32470843752386,
ROI mosaic x1.5,60,668,,1.0
ROI mosaic x1.5,80,696,,1.0
thumbnail 48px,30,707,,
thumbnail 48px,60,744,,
thumbnail 48px,80,779,,
thumbnail 64px,30,751,,
thumbnail 64px,60,783,,
thumbnail 64px,80,834,,
thumbnail 96px,30,871,,
thumbnail 96px,60,941,,
thumbnail 96px,80,1032,,
thumbnail 128px,30,1031,,
thumbnail 128px,60,1115,,
thumbnail 128px,80,1265,,
whole tile,30,16732,39.58530213582932,
whole tile,40,20755,40.50631563511341,
whole tile,50,25317,42.08199291389883,
whole tile,60,26957,42.25794180929447,
whole tile,80,47130,49.10701681210138,
ROI mosaic x1.5,60,1234,,1.0
ROI mosaic x1.5,80,1573,,1.0
thumbnail 48px,30,811,,
thumbnail 48px,60,942,,
thumbnail 48px,80,1159,,
thumbnail 64px,30,955,,
thumbnail 64px,60,1201,,
thumbnail 64px,80,1598,,
thumbnail 96px,30,1406,,
thumbnail 96px,60,2101,,
thumbnail 96px,80,3163,,
thumbnail 128px,30,2155,,
thumbnail 128px,60,3585,,
thumbnail 128px,80,5477,,
whole tile,30,63360,32.98824239113171,
whole tile,40,71910,34.138370347938285,
whole tile,50,82817,35.3536306915402,
whole tile,60,88802,36.20920397951511,
whole tile,80,136474,42.17309739601869,
ROI mosaic x1.5,60,19197,,12.0
ROI mosaic x1.5,80,24159,,12.0
thumbnail 48px,30,699,,
thumbnail 48px,60,749,,
thumbnail 48px,80,855,,
thumbnail 64px,30,741,,
thumbnail 64px,60,839,,
thumbnail 64px,80,999,,
thumbnail 96px,30,877,,
thumbnail 96px,60,1095,,
thumbnail 96px,80,1509,,
thumbnail 128px,30,1070,,
thumbnail 128px,60,1555,,
thumbnail 128px,80,2363,,
whole tile,30,33852,36.646220946250125,
whole tile,40,40185,37.809285726037714,
whole tile,50,47496,39.15453325499902,
whole tile,60,50260,40.3054100879536,
whole tile,80,83483,46.62841448084159,
ROI mosaic x1.5,60,9056,,1.0
ROI mosaic x1.5,80,13013,,1.0
thumbnail 48px,30,705,,
thumbnail 48px,60,762,,
thumbnail 48px,80,861,,
thumbnail 64px,30,759,,
thumbnail 64px,60,863,,
thumbnail 64px,80,1030,,
thumbnail 96px,30,928,,
thumbnail 96px,60,1177,,
thumbnail 96px,80,1716,,
thumbnail 128px,30,1152,,
thumbnail 128px,60,1812,,
thumbnail 128px,80,3186,,
whole tile,30,89594,24.824308252448578,
whole tile,40,106716,25.53157613316555,
whole tile,50,127239,26.674303670150334,
whole tile,60,134948,27.36989724984644,
whole tile,80,231270,35.3803760171162,
ROI mosaic x1.5,60,6076,,1.0
ROI mosaic x1.5,80,8862,,1.0
thumbnail 48px,30,667,,
thumbnail 48px,60,676,,
thumbnail 48px,80,705,,
thumbnail 64px,30,698,,
thumbnail 64px,60,708,,
thumbnail 64px,80,761,,
thumbnail 96px,30,784,,
thumbnail 96px,60,815,,
thumbnail 96px,80,1004,,
thumbnail 128px,30,906,,
thumbnail 128px,60,1010,,
thumbnail 128px,80,1434,,
whole tile,30,18537,38.07212722423006,
whole tile,40,24214,38.80119015134205,
whole tile,50,30457,39.39156666330963,
whole tile,60,36202,40.519417026430546,
whole tile,80,67866,44.39278719089625,
ROI mosaic x1.5,60,749,,1.0
ROI mosaic x1.5,80,807,,1.0
thumbnail 48px,30,684,,
thumbnail 48px,60,703,,
thumbnail 48px,80,747,,
thumbnail 64px,30,720,,
thumbnail 64px,60,751,,
thumbnail 64px,80,847,,
thumbnail 96px,30,822,,
thumbnail 96px,60,897,,
thumbnail 96px,80,1197,,
thumbnail 128px,30,980,,
thumbnail 128px,60,1192,,
thumbnail 128px,80,1903,,
whole tile,30,37053,36.45080118867564,
whole tile,40,43389,37.330723897899105,
whole tile,50,51205,39.101129564405255,
whole tile,60,54280,40.048081649973795,
whole tile,80,87517,46.49950717241946,
ROI mosaic x1.5,60,5777,,1.0
ROI mosaic x1.5,80,8067,,1.0
thumbnail 48px,30,692,,
thumbnail 48px,60,723,,
thumbnail 48px,80,778,,
thumbnail 64px,30,731,,
thumbnail 64px,60,773,,
thumbnail 64px,80,857,,
thumbnail 96px,30,832,,
thumbnail 96px,60,918,,
thumbnail 96px,80,1075,,
thumbnail 128px,30,974,,
thumbnail 128px,60,1099,,
thumbnail 128px,80,1355,,
whole tile,30,15643,38.919506706145256,
whole tile,40,21098,39.50809400044151,
whole tile,50,27678,40.7386649746417,
whole tile,60,28998,41.732688968372535,
whole tile,80,60043,49.08504525214903,
ROI mosaic x1.5,60,1433,,2.0
ROI mosaic x1.5,80,1536,,2.0
thumbnail 48px,30,780,,
thumbnail 48px,60,880,,
thumbnail 48px,80,1037,,
thumbnail 64px,30,881,,
thumbnail 64px,60,1049,,
thumbnail 64px,80,1300,,
thumbnail 96px,30,1139,,
thumbnail 96px,60,1473,,
thumbnail 96px,80,1982,,
thumbnail 128px,30,1473,,
thumbnail 128px,60,2056,,
thumbnail 128px,80,2985,,
whole tile,30,48516,30.430925655267206,
whole tile,40,58346,31.089936536902073,
whole tile,50,68574,31.8999254565431,
whole tile,60,74395,32.42493200972736,
whole tile,80,131401,37.969330520254594,
ROI mosaic x1.5,60,860,,1.0
ROI mosaic x1.5,80,999,,1.0
thumbnail 48px,30,675,,
thumbnail 48px,60,688,,
thumbnail 48px,80,725,,
thumbnail 64px,30,711,,
thumbnail 64px,60,736,,
thumbnail 64px,80,803,,
thumbnail 96px,30,806,,
thumbnail 96px,60,850,,
thumbnail 96px,80,1060,,
thumbnail 128px,30,938,,
thumbnail 128px,60,1044,,
thumbnail 128px,80,1486,,
whole tile,30,25583,34.177979630632066,
whole tile,40,33301,34.766512613930104,
whole tile,50,43459,35.29813231395297,
whole tile,60,49316,36.127514885073154,
whole tile,80,98934,42.014431432853236,
ROI mosaic x1.5,60,3676,,1.0
ROI mosaic x1.5,80,5426,,1.0
thumbnail 48px,30,714,,
thumbnail 48px,60,756,,
thumbnail 48px,80,817,,
thumbnail 64px,30,766,,
thumbnail 64px,60,820,,
thumbnail 64px,80,911,,
thumbnail 96px,30,903,,
thumbnail 96px,60,997,,
thumbnail 96px,80,1183,,
thumbnail 128px,30,1055,,
thumbnail 128px,60,1188,,
thumbnail 128px,80,1474,,
whole tile,30,14829,38.58077253068708,
whole tile,40,18916,39.695299980776376,
whole tile,50,25318,40.64360245020601,
whole tile,60,28191,41.94710286964883,
whole tile,80,58382,47.85861137910746,
ROI mosaic x1.5,60,10262,,3.0
ROI mosaic x1.5,80,15440,,3.0
thumbnail 48px,30,664,,
thumbnail 48px,60,667,,
thumbnail 48px,80,683,,
thumbnail 64px,30,693,,
thumbnail 64px,60,695,,
thumbnail 64px,80,720,,
thumbnail 96px,30,775,,
thumbnail 96px,60,785,,
thumbnail 96px,80,815,,
thumbnail 128px,30,891,,
thumbnail 128px,60,908,,
thumbnail 128px,80,952,,
whole tile,30,10133,43.01753781949718,
whole tile,40,10674,41.244369044696654,
whole tile,50,11676,44.05938227213953,
whole tile,60,13112,42.819159195615704,
whole tile,80,38665,51.68072325121553,
ROI mosaic x1.5,60,1325,,2.0
ROI mosaic x1.5,80,1372,,2.0
thumbnail 48px,30,836,,
thumbnail 48px,60,960,,
thumbnail 48px,80,1129,,
thumbnail 64px,30,969,,
thumbnail 64px,60,1168,,
thumbnail 64px,80,1453,,
thumbnail 96px,30,1294,,
thumbnail 96px,60,1709,,
thumbnail 96px,80,2296,,
thumbnail 128px,30,1727,,
thumbnail 128px,60,2440,,
thumbnail 128px,80,3467,,
whole tile,30,34927,36.832696159760175,
whole tile,40,40854,38.27216463199895,
whole tile,50,47644,39.73404002792608,
whole tile,60,50356,40.354954990413304,
whole tile,80,81261,46.91307866787176,
ROI mosaic x1.5,60,18670,,1.0
ROI mosaic x1.5,80,26680,,1.0
thumbnail 48px,30,670,,
thumbnail 48px,60,679,,
thumbnail 48px,80,689,,
thumbnail 64px,30,701,,
thumbnail 64px,60,709,,
thumbnail 64px,80,727,,
thumbnail 96px,30,789,,
thumbnail 96px,60,804,,
thumbnail 96px,80,842,,
thumbnail 128px,30,914,,
thumbnail 128px,60,932,,
thumbnail 128px,80,993,,
whole tile,30,10550,40.88770529625749,
whole tile,40,11098,42.918654768562476,
whole tile,50,11315,45.02353593524688,
whole tile,60,11898,45.37771443779519,
whole tile,80,21891,52.077474319924015,
ROI mosaic x1.5,60,1621,,1.0
ROI mosaic x1.5,80,2198,,1.0
thumbnail 48px,30,677,,
thumbnail 48px,60,693,,
thumbnail 48px,80,742,,
thumbnail 64px,30,718,,
thumbnail 64px,60,748,,
thumbnail 64px,80,862,,
thumbnail 96px,30,812,,
thumbnail 96px,60,962,,
thumbnail 96px,80,1381,,
thumbnail 128px,30,995,,
thumbnail 128px,60,1494,,
thumbnail 128px,80,2234,,
whole tile,30,28096,37.44049829321854,
whole tile,40,33818,38.50147587310719,
whole tile,50,41191,39.75291137105114,
whole tile,60,44377,40.37011928490695,
whole tile,80,76729,46.48622974810521,
ROI mosaic x1.5,60,2588,,1.0
ROI mosaic x1.5,80,3508,,1.0
thumbnail 48px,30,754,,
thumbnail 48px,60,840,,
thumbnail 48px,80,974,,
thumbnail 64px,30,829,,
thumbnail 64px,60,1000,,
thumbnail 64px,80,1283,,
thumbnail 96px,30,1153,,
thumbnail 96px,60,1693,,
thumbnail 96px,80,2589,,
thumbnail 128px,30,1759,,
thumbnail 128px,60,2975,,
thumbnail 128px,80,4719,,
whole tile,30,63486,32.76086027801758,
whole tile,40,72181,33.95163671469435,
whole tile,50,82097,35.085955249402616,
whole tile,60,88904,35.82692499926917,
whole tile,80,133408,40.78962458260467,
ROI mosaic x1.5,60,16629,,1.0
ROI mosaic x1.5,80,23333,,1.0
thumbnail 48px,30,686,,
thumbnail 48px,60,720,,
thumbnail 48px,80,786,,
thumbnail 64px,30,723,,
thumbnail 64px,60,786,,
thumbnail 64px,80,903,,
thumbnail 96px,30,817,,
thumbnail 96px,60,958,,
thumbnail 96px,80,1208,,
thumbnail 128px,30,963,,
thumbnail 128px,60,1176,,
thumbnail 128px,80,1644,,
whole tile,30,15146,38.718139089488155,
whole tile,40,20273,39.609201270520195,
whole tile,50,26397,40.803371661818545,
whole tile,60,27841,41.42486941928481,
whole tile,80,59194,47.95384581937349,
ROI mosaic x1.5,60,876,,1.0
ROI mosaic x1.5,80,1029,,1.0
thumbnail 48px,30,878,,
thumbnail 48px,60,1038,,
thumbnail 48px,80,1266,,
thumbnail 64px,30,1051,,
thumbnail 64px,60,1321,,
thumbnail 64px,80,1727,,
thumbnail 96px,30,1544,,
thumbnail 96px,60,2117,,
thumbnail 96px,80,2943,,
thumbnail 128px,30,2192,,
thumbnail 128px,60,3177,,
thumbnail 128px,80,4605,,
whole tile,30,57627,28.751087947757583,
whole tile,40,68300,29.43001425685543,
whole tile,50,81958,30.37683036019361,
whole tile,60,86913,30.99379131743197,
whole tile,80,155328,38.996860617041406,
ROI mosaic x1.5,60,864,,1.0
ROI mosaic x1.5,80,984,,1.0
thumbnail 48px,30,752,,
thumbnail 48px,60,837,,
thumbnail 48px,80,947,,
thumbnail 64px,30,816,,
thumbnail 64px,60,926,,
thumbnail 64px,80,1106,,
thumbnail 96px,30,1001,,
thumbnail 96px,60,1207,,
thumbnail 96px,80,1551,,
thumbnail 128px,30,1229,,
thumbnail 128px,60,1544,,
thumbnail 128px,80,2152,,
whole tile,30,23749,37.34230295113373,
whole tile,40,30047,38.63402648075148,
whole tile,50,36896,40.112582426229544,
whole tile,60,38978,40.950971479035246,
whole tile,80,70784,47.627185387305175,
ROI mosaic x1.5,60,799,,1.0
ROI mosaic x1.5,80,887,,1.0
thumbnail 48px,30,771,,
thumbnail 48px,60,869,,
thumbnail 48px,80,1004,,
thumbnail 64px,30,871,,
thumbnail 64px,60,1042,,
thumbnail 64px,80,1294,,
thumbnail 96px,30,1150,,
thumbnail 96px,60,1545,,
thumbnail 96px,80,2187,,
thumbnail 128px,30,1572,,
thumbnail 128px,60,2343,,
thumbnail 128px,80,3527,,
whole tile,30,37658,36.883671046979096,
whole tile,40,43360,38.130409699630114,
whole tile,50,50353,39.65922489409921,
whole tile,60,53539,40.40530202138139,
whole tile,80,83527,46.772939324376814,
ROI mosaic x1.5,60,778,,1.0
ROI mosaic x1.5,80,845,,1.0
thumbnail 48px,30,684,,
thumbnail 48px,60,704,,
thumbnail 48px,80,748,,
thumbnail 64px,30,722,,
thumbnail 64px,60,761,,
thumbnail 64px,80,825,,
thumbnail 96px,30,838,,
thumbnail 96px,60,895,,
thumbnail 96px,80,1054,,
thumbnail 128px,30,983,,
thumbnail 128px,60,1082,,
thumbnail 128px,80,1403,,
whole tile,30,22469,37.58621207631877,
whole tile,40,28902,38.578888012476064,
whole tile,50,36276,39.52014776929901,
whole tile,60,38102,40.951369458545,
whole tile,80,69595,48.085650425640985,
ROI mosaic x1.5,60,12555,,2.0
ROI mosaic x1.5,80,18331,,2.0
thumbnail 48px,30,676,,
thumbnail 48px,60,704,,
thumbnail 48px,80,755,,
thumbnail 64px,30,713,,
thumbnail 64px,60,755,,
thumbnail 64px,80,838,,
thumbnail 96px,30,808,,
thumbnail 96px,60,876,,
thumbnail 96px,80,1039,,
thumbnail 128px,30,939,,
thumbnail 128px,60,1045,,
thumbnail 128px,80,1298,,
whole tile,30,10639,41.139644930811826,
whole tile,40,11269,41.189644974167365,
whole tile,50,12211,42.43368271082413,
whole tile,60,13722,42.67323978319248,
whole tile,80,45054,50.07227279002768,
ROI mosaic x1.5,60,1476,,1.0
ROI mosaic x1.5,80,2252,,1.0
thumbnail 48px,30,674,,
thumbnail 48px,60,692,,
thumbnail 48px,80,732,,
thumbnail 64px,30,702,,
thumbnail 64px,60,742,,
thumbnail 64px,80,802,,
thumbnail 96px,30,795,,
thumbnail 96px,60,846,,
thumbnail 96px,80,963,,
thumbnail 128px,30,917,,
thumbnail 128px,60,986,,
thumbnail 128px,80,1174,,
whole tile,30,11416,40.827180115333086,
whole tile,40,14717,39.94686713029235,
whole tile,50,19051,41.58604538658763,
whole tile,60,20474,42.01105656189913,
whole tile,80,49439,50.42423694707164,
ROI mosaic x1.5,60,1496,,1.0
ROI mosaic x1.5,80,2139,,1.0
thumbnail 48px,30,999,,
thumbnail 48px,60,1213,,
thumbnail 48px,80,1526,,
thumbnail 64px,30,1221,,
thumbnail 64px,60,1576,,
thumbnail 64px,80,2083,,
thumbnail 96px,30,1921,,
thumbnail 96px,60,2604,,
thumbnail 96px,80,3619,,
thumbnail 128px,30,2686,,
thumbnail 128px,60,3838,,
thumbnail 128px,80,5561,,
whole tile,30,50383,29.921506421751598,
whole tile,40,58828,30.709355486829697,
whole tile,50,69804,31.69727940367421,
whole tile,60,74734,32.325826639948495,
whole tile,80,136940,39.96255933714501,
ROI mosaic x1.5,60,35854,,7.0
ROI mosaic x1.5,80,53660,,7.0
thumbnail 48px,30,667,,
thumbnail 48px,60,672,,
thumbnail 48px,80,688,,
thumbnail 64px,30,697,,
thumbnail 64px,60,704,,
thumbnail 64px,80,734,,
thumbnail 96px,30,784,,
thumbnail 96px,60,797,,
thumbnail 96px,80,850,,
thumbnail 128px,30,904,,
thumbnail 128px,60,926,,
thumbnail 128px,80,1022,,
whole tile,30,11030,38.19867827475876,
whole tile,40,12369,39.00707470389138,
whole tile,50,14833,39.548746927503316,
whole tile,60,16791,40.01817587739684,
whole tile,80,60562,47.69717985116091,
ROI mosaic x1.5,60,1576,,2.0
ROI mosaic x1.5,80,1841,,2.0
thumbnail 48px,30,683,,
thumbnail 48px,60,697,,
thumbnail 48px,80,739,,
thumbnail 64px,30,730,,
thumbnail 64px,60,755,,
thumbnail 64px,80,815,,
thumbnail 96px,30,845,,
thumbnail 96px,60,886,,
thumbnail 96px,80,1030,,
thumbnail 128px,30,991,,
thumbnail 128px,60,1063,,
thumbnail 128px,80,1337,,
whole tile,30,13098,39.30805460984746,
whole tile,40,16012,39.841029786773866,
whole tile,50,21260,41.18017620270723,
whole tile,60,25260,42.721547370100026,
whole tile,80,53995,46.84051039888293,
ROI mosaic x1.5,60,6238,,1.0
ROI mosaic x1.5,80,11455,,1.0
thumbnail 48px,30,674,,
thumbnail 48px,60,699,,
thumbnail 48px,80,762,,
thumbnail 64px,30,714,,
thumbnail 64px,60,764,,
thumbnail 64px,80,886,,
thumbnail 96px,30,821,,
thumbnail 96px,60,981,,
thumbnail 96px,80,1360,,
thumbnail 128px,30,982,,
thumbnail 128px,60,1444,,
thumbnail 128px,80,2343,,
whole tile,30,38168,36.076088199026756,
whole tile,40,44490,37.47397552750393,
whole tile,50,51819,38.27564153812603,
whole tile,60,54899,39.50810984092034,
whole tile,80,89081,45.79090737898382,
ROI mosaic x1.5,60,706,,1.0
ROI mosaic x1.5,80,736,,1.0
thumbnail 48px,30,678,,
thumbnail 48px,60,700,,
thumbnail 48px,80,748,,
thumbnail 64px,30,711,,
thumbnail 64px,60,755,,
thumbnail 64px,80,824,,
thumbnail 96px,30,800,,
thumbnail 96px,60,870,,
thumbnail 96px,80,1030,,
thumbnail 128px,30,922,,
thumbnail 128px,60,1027,,
thumbnail 128px,80,1286,,
whole tile,30,10523,41.23758506308193,
whole tile,40,11274,41.655121184609314,
whole tile,50,12609,42.30293370846458,
whole tile,60,14166,42.789239657943185,
whole tile,80,46599,49.90561421270972,
ROI mosaic x1.5,60,657,,1.0
ROI mosaic x1.5,80,675,,1.0
thumbnail 48px,30,695,,
thumbnail 48px,60,718,,
thumbnail 48px,80,784,,
thumbnail 64px,30,741,,
thumbnail 64px,60,793,,
thumbnail 64px,80,892,,
thumbnail 96px,30,850,,
thumbnail 96px,60,938,,
thumbnail 96px,80,1149,,
thumbnail 128px,30,1017,,
thumbnail 128px,60,1183,,
thumbnail 128px,80,1632,,
whole tile,30,20446,37.51742464995062,
whole tile,40,26705,39.18987361569346,
whole tile,50,33360,40.47784279483291,
whole tile,60,35361,41.39285797332719,
whole tile,80,66068,48.114096958043916,
ROI mosaic x1.5,60,8844,,1.0
ROI mosaic x1.5,80,13127,,1.0
thumbnail 48px,30,686,,
thumbnail 48px,60,710,,
thumbnail 48px,80,791,,
thumbnail 64px,30,731,,
thumbnail 64px,60,787,,
thumbnail 64px,80,938,,
thumbnail 96px,30,865,,
thumbnail 96px,60,1041,,
thumbnail 96px,80,1511,,
thumbnail 128px,30,1051,,
thumbnail 128px,60,1508,,
thumbnail 128px,80,2503,,
whole tile,30,39321,36.25801810744947,
whole tile,40,45492,37.47072120186307,
whole tile,50,53728,38.93165589556,
whole tile,60,57011,39.89666961666337,
whole tile,80,90888,46.2811986010676,
ROI mosaic x1.5,60,16115,,2.0
ROI mosaic x1.5,80,22768,,2.0
thumbnail 48px,30,789,,
thumbnail 48px,60,930,,
thumbnail 48px,80,1123,,
thumbnail 64px,30,934,,
thumbnail 64px,60,1185,,
thumbnail 64px,80,1605,,
thumbnail 96px,30,1448,,
thumbnail 96px,60,2252,,
thumbnail 96px,80,3328,,
thumbnail 128px,30,2319,,
thumbnail 128px,60,3939,,
thumbnail 128px,80,5898,,
whole tile,30,73006,32.31486990955395,
whole tile,40,82760,33.49115856826694,
whole tile,50,94602,34.67378774471157,
whole tile,60,101511,35.4741007748074,
whole tile,80,153878,41.60911390351443,
ROI mosaic x1.5,60,17802,,1.0
ROI mosaic x1.5,80,24993,,1.0
thumbnail 48px,30,664,,
thumbnail 48px,60,668,,
thumbnail 48px,80,680,,
thumbnail 64px,30,693,,
thumbnail 64px,60,702,,
thumbnail 64px,80,719,,
thumbnail 96px,30,778,,
thumbnail 96px,60,787,,
thumbnail 96px,80,808,,
thumbnail 128px,30,892,,
thumbnail 128px,60,911,,
thumbnail 128px,80,937,,
whole tile,30,10063,42.5859216755278,
whole tile,40,10420,45.949154977046085,
whole tile,50,10473,45.24168457842397,
whole tile,60,11627,43.448126529488235,
whole tile,80,27317,53.00442011617176,
ROI mosaic x1.5,60,1085,,1.0
